term: a, termFreq = 6523, docCount = 2081
term: expands, termFreq = 3, docCount = 3
term: expansion, termFreq = 16, docCount = 14
term: expansions, termFreq = 7, docCount = 5
term: expect, termFreq = 2, docCount = 2
term: expectation, termFreq = 2, docCount = 2
term: expected, termFreq = 48, docCount = 39
term: expects, termFreq = 1, docCount = 1
term: expedient, termFreq = 1, docCount = 1
term: expedited, termFreq = 1, docCount = 1
term: expend, termFreq = 1, docCount = 1
term: expended, termFreq = 1, docCount = 1
term: expenditure, termFreq = 1, docCount = 1
term: expenditures, termFreq = 4, docCount = 2
term: expense, termFreq = 3, docCount = 3
term: expensive, termFreq = 5, docCount = 5
term: experience, termFreq = 44, docCount = 38
term: experienced, termFreq = 6, docCount = 5
term: experiences, termFreq = 5, docCount = 5
term: experiencing, termFreq = 1, docCount = 1
term: experiment, termFreq = 16, docCount = 14
term: experimental, termFreq = 79, docCount = 60
term: experimentally, termFreq = 5, docCount = 5
term: experimentation, termFreq = 10, docCount = 9
term: experimenter, termFreq = 2, docCount = 2
term: experiments, termFreq = 71, docCount = 52
term: expertise, termFreq = 1, docCount = 1
term: experts, termFreq = 2, docCount = 2
term: explain, termFreq = 5, docCount = 5
term: explained, termFreq = 20, docCount = 20
term: explainedesults, termFreq = 1, docCount = 1
term: explains, termFreq = 4, docCount = 4
term: explanation, termFreq = 2, docCount = 2
term: explanatory, termFreq = 1, docCount = 1
term: explicated, termFreq = 1, docCount = 1
term: explicating, termFreq = 1, docCount = 1
term: explicit, termFreq = 26, docCount = 26
term: explicitly, termFreq = 16, docCount = 15
term: exploit, termFreq = 2, docCount = 2
term: exploitation, termFreq = 1, docCount = 1
term: exploited, termFreq = 1, docCount = 1
term: exploiting, termFreq = 3, docCount = 3
term: exploits, termFreq = 4, docCount = 4
term: exploratory, termFreq = 2, docCount = 1
term: explore, termFreq = 4, docCount = 4
term: explored, termFreq = 10, docCount = 10
term: explores, termFreq = 6, docCount = 6
term: explosion, termFreq = 3, docCount = 3
term: explosive, termFreq = 1, docCount = 1
term: exponential, termFreq = 57, docCount = 41
term: exponentially, termFreq = 3, docCount = 3
term: exponentials, termFreq = 2, docCount = 2
term: exponentiation, termFreq = 6, docCount = 6
term: exponents, termFreq = 2, docCount = 2
term: expose, termFreq = 2, docCount = 2
term: exposed, termFreq = 2, docCount = 2
term: exposing, termFreq = 2, docCount = 1
term: exposition, termFreq = 2, docCount = 2
term: expository, termFreq = 3, docCount = 3
term: express, termFreq = 6, docCount = 6
term: expressed, termFreq = 32, docCount = 31
term: expresses, termFreq = 2, docCount = 2
term: expressible, termFreq = 2, docCount = 2
term: expressing, termFreq = 10, docCount = 10
term: expression, termFreq = 60, docCount = 39
term: expressions, termFreq = 105, docCount = 72
term: expressive, termFreq = 1, docCount = 1
term: extend, termFreq = 14, docCount = 13
term: extendable, termFreq = 1, docCount = 1
term: extended, termFreq = 51, docCount = 43
term: extendible, termFreq = 3, docCount = 3
term: extending, termFreq = 8, docCount = 7
term: extends, termFreq = 7, docCount = 7
term: extensibility, termFreq = 1, docCount = 1
term: extensible, termFreq = 12, docCount = 9
term: extension, termFreq = 73, docCount = 59
term: extensions, termFreq = 26, docCount = 25
term: extensive, termFreq = 22, docCount = 22
term: extensively, termFreq = 4, docCount = 4
term: extensiveness, termFreq = 1, docCount = 1
term: extent, termFreq = 20, docCount = 18
term: external, termFreq = 26, docCount = 22
term: externally, termFreq = 1, docCount = 1
term: extinction, termFreq = 1, docCount = 1
term: extra, termFreq = 9, docCount = 8
term: extract, termFreq = 5, docCount = 5
term: extracted, termFreq = 4, docCount = 4
term: extracting, termFreq = 4, docCount = 4
term: extraction, termFreq = 14, docCount = 11
term: extracts, termFreq = 1, docCount = 1
term: extraneous, termFreq = 2, docCount = 2
term: extrapolation, termFreq = 10, docCount = 6
term: extrema, termFreq = 1, docCount = 1
term: extremal, termFreq = 1, docCount = 1
term: extremals, termFreq = 1, docCount = 1
term: extreme, termFreq = 2, docCount = 2
term: extremely, termFreq = 12, docCount = 10
term: eye, termFreq = 1, docCount = 1
term: eyes, termFreq = 1, docCount = 1
term: f, termFreq = 315, docCount = 284
term: fabrication, termFreq = 2, docCount = 2
term: fabry, termFreq = 4, docCount = 4
term: face, termFreq = 1, docCount = 1
term: faced, termFreq = 6, docCount = 5
term: faces, termFreq = 4, docCount = 3
term: facets, termFreq = 2, docCount = 2
term: facilitate, termFreq = 21, docCount = 19
term: facilitated, termFreq = 2, docCount = 2
term: facilitates, termFreq = 5, docCount = 5
term: facilitating, termFreq = 1, docCount = 1
term: facilitator, termFreq = 1, docCount = 1
term: facilities, termFreq = 52, docCount = 42
term: facility, termFreq = 39, docCount = 29
term: facing, termFreq = 2, docCount = 2
term: facsimile, termFreq = 1, docCount = 1
term: fact, termFreq = 32, docCount = 29
term: factions, termFreq = 1, docCount = 1
term: factor, termFreq = 37, docCount = 30
term: factored, termFreq = 1, docCount = 1
term: factorial, termFreq = 11, docCount = 7
term: factoring, termFreq = 9, docCount = 5
term: factorization, termFreq = 19, docCount = 12
term: factors, termFreq = 49, docCount = 37
term: facts, termFreq = 10, docCount = 4
term: factual, termFreq = 5, docCount = 2
term: faculties, termFreq = 2, docCount = 2
term: faculty, termFreq = 9, docCount = 6
term: fagin, termFreq = 3, docCount = 3
term: fail, termFreq = 3, docCount = 3
term: failed, termFreq = 2, docCount = 2
term: fails, termFreq = 2, docCount = 2
term: failure, termFreq = 10, docCount = 7
term: failures, termFreq = 3, docCount = 2
term: fair, termFreq = 1, docCount = 1
term: fairley, termFreq = 1, docCount = 1
term: fairly, termFreq = 10, docCount = 10
term: fairness, termFreq = 1, docCount = 1
term: faithful, termFreq = 1, docCount = 1
term: fajman, termFreq = 1, docCount = 1
term: falkin, termFreq = 1, docCount = 1
term: fall, termFreq = 1, docCount = 1
term: false, termFreq = 4, docCount = 3
term: falsely, termFreq = 1, docCount = 1
term: familiar, termFreq = 11, docCount = 11
term: familiarize, termFreq = 1, docCount = 1
term: families, termFreq = 6, docCount = 4
term: family, termFreq = 23, docCount = 17
term: famous, termFreq = 1, docCount = 1
term: fap, termFreq = 5, docCount = 3
term: far, termFreq = 19, docCount = 17
term: farber, termFreq = 2, docCount = 2
term: farbman, termFreq = 1, docCount = 1
term: farkas, termFreq = 5, docCount = 5
term: farrell, termFreq = 1, docCount = 1
term: faseb, termFreq = 3, docCount = 1
term: fashion, termFreq = 7, docCount = 7
term: fashionable, termFreq = 1, docCount = 1
term: fast, termFreq = 87, docCount = 64
term: faster, termFreq = 23, docCount = 22
term: fastest, termFreq = 1, docCount = 1
term: fat, termFreq = 1, docCount = 1
term: fateman, termFreq = 1, docCount = 1
term: faulk, termFreq = 1, docCount = 1
term: fault, termFreq = 15, docCount = 5
term: faulting, termFreq = 1, docCount = 1
term: faults, termFreq = 7, docCount = 5
term: favor, termFreq = 2, docCount = 2
term: favorable, termFreq = 6, docCount = 6
term: favorably, termFreq = 7, docCount = 6
term: favorite, termFreq = 1, docCount = 1
term: fcfs, termFreq = 2, docCount = 1
term: feasibility, termFreq = 11, docCount = 10
term: feasible, termFreq = 16, docCount = 16
term: feature, termFreq = 43, docCount = 35
term: features, termFreq = 103, docCount = 83
term: february, termFreq = 1011, docCount = 949
term: fed, termFreq = 1, docCount = 1
term: fedako, termFreq = 1, docCount = 1
term: federal, termFreq = 3, docCount = 3
term: federation, termFreq = 1, docCount = 1
term: federighi, termFreq = 1, docCount = 1
term: feed, termFreq = 2, docCount = 2
term: feedback, termFreq = 12, docCount = 10
term: feel, termFreq = 2, docCount = 2
term: feeling, termFreq = 1, docCount = 1
term: feels, termFreq = 2, docCount = 2
term: feet, termFreq = 2, docCount = 1
term: feigenbaum, termFreq = 1, docCount = 1
term: fein, termFreq = 1, docCount = 1
term: feinroth, termFreq = 1, docCount = 1
term: feldman, termFreq = 8, docCount = 8
term: felt, termFreq = 6, docCount = 6
term: felts, termFreq = 1, docCount = 1
term: fen, termFreq = 2, docCount = 1
term: fencl, termFreq = 1, docCount = 1
term: fenichel, termFreq = 6, docCount = 6
term: ferguson, termFreq = 5, docCount = 5
term: ferranti, termFreq = 3, docCount = 3
term: ferrari, termFreq = 2, docCount = 2
term: ferrel, termFreq = 1, docCount = 1
term: ferrie, termFreq = 1, docCount = 1
term: ferring, termFreq = 1, docCount = 1
term: ferrite, termFreq = 3, docCount = 2
term: fetch, termFreq = 3, docCount = 3
term: fetches, termFreq = 3, docCount = 3
term: fetching, termFreq = 1, docCount = 1
term: fettis, termFreq = 4, docCount = 4
term: feurzeig, termFreq = 4, docCount = 4
term: few, termFreq = 34, docCount = 33
term: fewer, termFreq = 11, docCount = 11
term: fewest, termFreq = 2, docCount = 2
term: fi, termFreq = 1, docCount = 1
term: fiala, termFreq = 1, docCount = 1
term: fibers, termFreq = 1, docCount = 1
term: fibonacci, termFreq = 8, docCount = 4
term: fibonaccian, termFreq = 4, docCount = 2
term: fictitious, termFreq = 1, docCount = 1
term: fidelity, termFreq = 2, docCount = 2
term: field, termFreq = 57, docCount = 48
term: fielding, termFreq = 1, docCount = 1
term: fields, termFreq = 22, docCount = 17
term: fifo, termFreq = 2, docCount = 2
term: fifteen, termFreq = 3, docCount = 3
term: fifty, termFreq = 2, docCount = 1
term: figure, termFreq = 14, docCount = 7
term: figures, termFreq = 2, docCount = 2
term: fike, termFreq = 2, docCount = 2
term: file, termFreq = 268, docCount = 127
term: filed, termFreq = 4, docCount = 2
term: files, termFreq = 89, docCount = 52
term: filho, termFreq = 1, docCount = 1
term: filial, termFreq = 2, docCount = 1
term: filing, termFreq = 7, docCount = 2
term: fill, termFreq = 2, docCount = 2
term: filled, termFreq = 2, docCount = 2
term: filling, termFreq = 2, docCount = 2
term: film, termFreq = 2, docCount = 1
term: filon, termFreq = 16, docCount = 7
term: filsak, termFreq = 1, docCount = 1
term: filter, termFreq = 1, docCount = 1
term: filtering, termFreq = 10, docCount = 6
term: filters, termFreq = 6, docCount = 5
term: final, termFreq = 28, docCount = 26
term: finally, termFreq = 48, docCount = 48
term: financial, termFreq = 5, docCount = 5
term: financing, termFreq = 1, docCount = 1
term: find, termFreq = 42, docCount = 35
term: finders, termFreq = 3, docCount = 3
term: finding, termFreq = 64, docCount = 54
term: findings, termFreq = 7, docCount = 6
term: findler, termFreq = 1, docCount = 1
term: finds, termFreq = 6, docCount = 6
term: fine, termFreq = 4, docCount = 4
term: finerman, termFreq = 3, docCount = 3
term: fingers, termFreq = 1, docCount = 1
term: finish, termFreq = 1, docCount = 1
term: finished, termFreq = 1, docCount = 1
term: finishing, termFreq = 5, docCount = 1
term: finite, termFreq = 68, docCount = 51
term: finiteness, termFreq = 4, docCount = 2
term: fire, termFreq = 1, docCount = 1
term: firing, termFreq = 1, docCount = 1
term: firm, termFreq = 2, docCount = 1
term: first, termFreq = 179, docCount = 139
term: fischer, termFreq = 6, docCount = 5
term: fisher, termFreq = 11, docCount = 11
term: fisherkeller, termFreq = 1, docCount = 1
term: fishman, termFreq = 9, docCount = 5
term: fists, termFreq = 1, docCount = 1
term: fit, termFreq = 65, docCount = 35
term: fitch, termFreq = 1, docCount = 1
term: fits, termFreq = 3, docCount = 3
term: fitted, termFreq = 3, docCount = 1
term: fitting, termFreq = 55, docCount = 36
term: fitzwater, termFreq = 1, docCount = 1
term: five, termFreq = 40, docCount = 37
term: fives, termFreq = 1, docCount = 1
term: fix, termFreq = 5, docCount = 2
term: fixed, termFreq = 72, docCount = 54
term: fixedpoints, termFreq = 1, docCount = 1
term: fixes, termFreq = 1, docCount = 1
term: flag, termFreq = 3, docCount = 1
term: flagged, termFreq = 1, docCount = 1
term: flagging, termFreq = 1, docCount = 1
term: flavor, termFreq = 1, docCount = 1
term: fleisher, termFreq = 1, docCount = 1
term: fletcher, termFreq = 5, docCount = 5
term: flexibility, termFreq = 21, docCount = 20
term: flexible, termFreq = 26, docCount = 25
term: flexibly, termFreq = 1, docCount = 1
term: flexion, termFreq = 1, docCount = 1
term: flexo, termFreq = 2, docCount = 1
term: flexowriter, termFreq = 1, docCount = 1
term: flicker, termFreq = 1, docCount = 1
term: flight, termFreq = 3, docCount = 3
term: flip, termFreq = 2, docCount = 2
term: float, termFreq = 1, docCount = 1
term: floating, termFreq = 62, docCount = 28
term: flon, termFreq = 1, docCount = 1
term: flop, termFreq = 1, docCount = 1
term: florentin, termFreq = 1, docCount = 1
term: flores, termFreq = 3, docCount = 3
term: flow, termFreq = 86, docCount = 44
term: flowchart, termFreq = 20, docCount = 14
term: flowcharting, termFreq = 8, docCount = 7
term: flowcharts, termFreq = 23, docCount = 16
term: flows, termFreq = 5, docCount = 3
term: flowtrace, termFreq = 2, docCount = 1
term: floyd, termFreq = 22, docCount = 19
term: fluctuate, termFreq = 1, docCount = 1
term: fluctuation, termFreq = 1, docCount = 1
term: fluctuations, termFreq = 1, docCount = 1
term: fluid, termFreq = 3, docCount = 3
term: fly, termFreq = 2, docCount = 2
term: flying, termFreq = 1, docCount = 1
term: flynn, termFreq = 1, docCount = 1
term: foata, termFreq = 1, docCount = 1
term: focus, termFreq = 11, docCount = 6
term: focused, termFreq = 2, docCount = 2
term: focuses, termFreq = 2, docCount = 2
term: focusing, termFreq = 1, docCount = 1
term: fold, termFreq = 3, docCount = 3
term: folding, termFreq = 9, docCount = 2
term: folds, termFreq = 1, docCount = 1
term: foley, termFreq = 2, docCount = 2
term: follow, termFreq = 4, docCount = 4
term: followed, termFreq = 12, docCount = 12
term: following, termFreq = 32, docCount = 32
term: follows, termFreq = 3, docCount = 3
term: font, termFreq = 1, docCount = 1
term: fonts, termFreq = 6, docCount = 1
term: food, termFreq = 1, docCount = 1
term: footing, termFreq = 1, docCount = 1
term: for, termFreq = 3177, docCount = 1511
term: forbidden, termFreq = 2, docCount = 1
term: force, termFreq = 7, docCount = 7
term: forced, termFreq = 2, docCount = 2
term: forces, termFreq = 5, docCount = 5
term: forcing, termFreq = 1, docCount = 1
term: forcom, termFreq = 1, docCount = 1
term: ford, termFreq = 2, docCount = 1
term: fordan, termFreq = 1, docCount = 1
term: forecast, termFreq = 4, docCount = 4
term: forecasting, termFreq = 1, docCount = 1
term: foreign, termFreq = 1, docCount = 1
term: foreknowledge, termFreq = 1, docCount = 1
term: foreman, termFreq = 1, docCount = 1
term: forerunner, termFreq = 2, docCount = 2
term: foreseeable, termFreq = 2, docCount = 2
term: foreshadow, termFreq = 1, docCount = 1
term: forest, termFreq = 2, docCount = 2
term: forestalled, termFreq = 1, docCount = 1
term: forestalling, termFreq = 1, docCount = 1
term: foreword, termFreq = 1, docCount = 1
term: forged, termFreq = 1, docCount = 1
term: forget, termFreq = 1, docCount = 1
term: form, termFreq = 148, docCount = 118
term: formac, termFreq = 20, docCount = 9
term: formal, termFreq = 94, docCount = 65
term: formalism, termFreq = 11, docCount = 8
term: formalisms, termFreq = 3, docCount = 2
term: formalization, termFreq = 9, docCount = 8
term: formalized, termFreq = 4, docCount = 4
term: formalizes, termFreq = 1, docCount = 1
term: formalizing, termFreq = 2, docCount = 2
term: formally, termFreq = 3, docCount = 3
term: format, termFreq = 49, docCount = 32
term: formation, termFreq = 10, docCount = 9
term: formats, termFreq = 10, docCount = 6
term: formatted, termFreq = 4, docCount = 4
term: formatting, termFreq = 5, docCount = 4
term: formed, termFreq = 15, docCount = 10
term: former, termFreq = 5, docCount = 5
term: formerly, termFreq = 1, docCount = 1
term: formf, termFreq = 1, docCount = 1
term: formidable, termFreq = 1, docCount = 1
term: forming, termFreq = 5, docCount = 5
